Monday	ორშაბათი
almost	თითქმის
role	ამპლუა
trout	კალმახი
multiplicity	სიმრავლე
many	მრავალი
computer	კომპიუტერი
mouse	მაუსი
possible	შესაძლებელი
everything	ყველაფერი
hacker	ჰაკერი
skewer	შამფური
family	ოჯახი
hubbub	გნიასი
რჩილავს	რჩილვა
close-fitting	მოკვალთული
tulip	ტიტა
past	ნამყო
house	ხუხულა
brother	ძამია
jackal	ტურა
bravo	საღოლ
joke	ღადაობა
-ful	-იან-
give a damn	მკიდია
kerosene	ნავთი
Georgian	Ⴁ
type	ტიპი
gozinaki	გოზინაყი
თურმე ნუ იტყვით	თურმე ნუ იტყვით
Georgian	ჼ
Georgian	ჩახოხბილი
sheep	ცხვარი
life	ცხოვრება
satsebeli	საწებელი
khmeli suneli	ხმელი სუნელი
Georgian	Ⴂ
Georgian	Ⴃ
examination	გასინჯვა
Georgian	Ⴄ
monastery	მონასტერი
restaurant	რესტორანი
amusement	სეირი
entrails	ჯიგარი
steep	პიტალო
prison cell	ხატა
dance	ცეკვა
quote	წინწკლები
braid	ოქრომკედი
cuckold	რქების დადგმა
უკაცრავად პასუხი	უკაცრავად პასუხია
sorry	უკაცრავად
beat	ბრეგვა
wild animal	ნადირი
adjika	აჯიკა
have	აქვს
sketch	ესკიზი
species	ჯიში
masterpiece	შედევრი
tomorrow	ხვალ
yesterday	გუშინ
day before yesterday	გუშინწინ
last night	წუხელ
sadness	წუხილი
tonight	წუხრ
why	რად
situation	პონტი
jump down	ჩახტომა
tomato	ტომატი
sweet	ტკბილი
foot	ტერფი
jabber	ტლიკინი
hello	გაგიმარჯოს
upper	ზემო
with	თან
for nothing	ისე
hello	სალამი
bed	სარეცელი
species	სახეობა
obvious	საჩინო
bed	სარეცელზე
tooth	კბილი
stomach	კუჭი
cucumber	კიტრი
surgeon	დასტაქარი
grandmaster	დიდოსტატი
indeed	დასტურ
Georgian dance	დავლური
houses	დედაბოძი
menstruation	მენსტრუაცია
grind	დაფქვა
dirty	დასვრილი
way	გზა
jug	დოქი
dock	დოკი
pressed	დაჭყლეტილი
pressed	გაჭყლეტილი
drinking horn	ყანწი
crown	გვირგვინი
say	თქმა
fig	ლეღვი
stately	სახელმწიფო
face	სახე
quickly	სასწრაფოდ
exact	სწორი
quick	სწრაფი
peel	გვფრცქვნით
war dance	ხორუმი
jug	ხელადა
screeve	ხოლმე
dance	ხანჯლური
dagger	ხანჯალი
darkness	წყვდიადი
spring	წყარო
uncle	ძია
slightly	ცოტას
citric	ციტრუსოვანი
spa resort	ცაიში
quick	ჩქარი
bird	ჩიტი
soup	ჩიხირთმა
Caucasus	ხაში
Khevsureti	ხევსურული
Khevsureti	ხევსურეთი
Khevsureti	ხევსური
genitive case	შემდეგ
bring in	შემოტანა
inside	შიგნით
bundle	შეკვრა
ear	ყური
flowering	ყვავილობა
have	ყოლა
shack	ქოხი
lower	ქვემო
feijoa	ფეიხოა
desert	უდაბნო
Prunus cerasifera	ტყემალი
stranger	უცხო
other	სხვა
tablecloth	სუფრა
Svaneti	სვანური
wallet	საფულე
best	საუკეთესო
dining-room	სასადილო
vintage	რთველი
horseradish	პირშუშხა
domestic	ოჯახური
son of a bitch	ნაბოზარა
son of a bitch	ნაბოზარი
forbidden	აკრძალული
calculation	ანგარიში
imprint	აღბეჭდილი
bald-headed	გადახოტრილი
resemble	ჰგავხართ
Imereti	იმერული
Tusheti	თუშური
let it be	იყოს
alive	იცოცხლე
brilliant	კრიალა
hare	კურდღელი
lavash	ლავაში
fool	ლენჩი
sabre	ლეკური
right-hand	მარჯვენა
then	მაშინ
I miss you	მომენატრე
miss	მომენატრებით
shut up	მოკეტე
sour	მჟავე
need	მჭირდება
province	მხარე
had	მქონდა
painful	მტკივნეული
know	ვიცი
speak	ვლაპარაკობ
talking	ვსაუბრობ
drinking	ვსვამ
his	მისი
Circassians	მუჰაჯირობა
grey	ნაცრისფერი
khachapuri	ნახევრადფენოვანი
rib	ნეკნი
dream	ოცნება
dish	მჭადი
greens	მწვანილი
rain	ჟღმურტლი
rain	დელგმა
attorney	რწმუნებული
Rkatsiteli	რქაწითელი
Saperavi	საფერავი
opportunity	საშუალება
measure	საწყაო
sausage	სოსისი
bakery	საცხობი
meeting	შეხვედრა
summery	საზაფხულო
rope-way	საბაგირო
food	სურსათი
no longer	აღარ
such	ასეთი
such	ისეთი
Brassica rapa	თალგამი
self-help book	თვითმასწავლებელი
lilac	იასამნისფერი
being	არსება
flour	ფქვილი
joke	ხუმრობა
accidental	შემთხვევითი
someone	ვინმე
Guria	გურული
Dalbergia melanoxylon	გრენადილი
handle	გნდე
with	თან-
khachapuri	აჩმა
without	გარეშე
besides	თანაც
besides	გარდა
John	იოანე
pomelo	თურინჯი
frost	თრთვილი
beauty	ლამაზმანი
khachapuri	კუბდარი
sausage	კუპატი
they	მათ
bean	ლობიანი
sorrel	მჟაუნა
orange	ნარინჯისფერი
cream	ნაღები
ნაღები საზოგადოება	ნაღები საზოგადოება
fast	სამარხვო
Lent	დიდი მარხვა
what	რას
Mingrelian	მეგრული
railinged	მოაჯირებიანი
Mtiuleti	მთიულური
their	მათი
postal	საფოსტო
typical	ტიპური
squeak	ჭრაჭა-ჭრუჭი
plum	ჭანჭური
curd	ხაჭო
beforehand	წინასწარ
appearance	შესახედაობა
dish	შქმერული
join	შეკოწიწებული
maize	ღომი
pie	ღვეზელი
Kobuleti	ქობულეთი
kebab	ქაბაბი
shashlik	მწვადი
chicken	ქათამი
khachapuri	ფენოვანი
regular plural	-ებ-
Usakhelauri	უსახელაური
early	ადრე
forward	წინ
Gizo	გიზო
deaf	ყრუ
phlegm	ნახველი
some	ზოგი
wine	ნუნუა
Wikipedia	ვიკიპედია
power	ძალა
